BookingID,Canceled
24216,0
38529,0
25894,0
12117,1
18124,0
21710,0
17581,0
22114,0
38364,1
14123,0
10413,0
21772,0
19978,0
36975,0
11216,1
29922,0
22837,0
37087,0
14281,0
28044,0
23734,0
34187,0
32321,0
10293,1
15789,1
26956,0
34641,0
17728,0
22902,0
36252,0
35205,0
30838,0
21864,0
24980,0
36211,1
34436,0
39587,0
28645,0
24689,0
19361,1
34006,0
34674,1
10055,0
32996,1
21890,1
24159,0
10711,0
33568,1
19117,0
36731,1
34719,0
37932,1
33798,1
21630,0
13601,0
31592,1
24423,0
28441,0
39790,0
29987,1
32677,0
24982,1
26875,0
13258,0
16879,1
38584,1
27802,0
15914,0
13969,0
10682,0
29133,0
15745,0
30668,0
33248,1
34251,0
15892,0
28957,1
27351,0
38846,1
38264,0
36528,0
28144,0
17622,0
18779,0
17589,0
24468,1
16806,1
30102,0
25160,1
37310,1
20359,0
14041,0
21109,0
27335,1
36429,0
22894,1
12434,1
36059,1
21434,0
11502,1
30898,1
36719,1
23379,0
10505,0
18470,0
15319,0
32775,0
31753,1
20716,1
28513,0
17720,0
14061,0
17434,0
11078,1
25427,1
29489,0
32818,1
23008,0
31315,0
15296,0
29487,0
23417,0
27645,1
15198,0
39661,1
36842,0
30061,1
13491,0
32917,0
11035,0
28097,0
26239,1
37685,0
25610,0
22939,0
25052,1
17099,0
15505,1
35925,1
15127,1
32032,1
10129,1
13369,1
26276,0
13046,0
34506,1
10387,0
18858,1
37931,1
37803,0
33597,0
38500,0
26723,1
18197,0
38582,0
26412,0
31741,1
12628,0
23195,1
12216,1
18077,0
28157,1
33486,1
10577,0
15682,0
13866,0
27361,0
35357,0
32994,1
20926,1
23649,1
15224,0
22154,0
29669,0
10948,0
19609,0
26921,0
30669,0
13709,0
22965,1
27206,1
14745,1
36881,0
20585,0
21558,0
38608,0
33069,1
10931,0
15151,0
19197,0
31512,0
28081,1
30462,1
21294,0
29778,0
37474,0
30624,0
18544,0
36012,0
15044,0
37432,1
14493,0
20349,1
14423,0
33870,1
17625,1
24115,0
32222,0
15481,1
35132,0
27521,0
29401,1
24883,0
26567,0
36678,1
21271,1
28261,1
35083,1
19290,0
28631,0
10808,1
27653,0
18977,1
33280,1
24000,0
25664,1
28203,0
13836,1
11022,1
20637,0
33738,0
38872,1
34454,1
18300,0
31902,1
26737,1
38841,0
22177,1
17225,1
13013,1
28906,1
21825,0
18982,1
30317,1
38997,0
10022,0
26520,1
15430,0
36548,0
25835,0
36192,0
10976,1
39705,0
39343,1
26774,0
12382,0
35644,0
23919,0
21363,0
27612,0
16690,1
38109,0
15391,0
26948,0
29822,0
39078,0
22356,0
35229,1
18435,0
19858,0
12147,0
28452,0
24162,0
15087,0
28692,0
12187,1
15080,1
12142,0
26730,0
20674,0
25425,0
36332,0
15219,0
36994,0
38333,0
37674,0
21604,0
18200,1
36134,1
19918,0
22395,0
16305,0
17917,0
11513,1
21107,0
10237,0
23708,0
22551,0
27713,1
29446,0
33218,0
19822,1
37662,0
22045,0
29809,1
31639,0
14873,1
10526,1
34020,1
27579,0
29404,0
38510,1
36341,0
30234,1
33056,0
39477,0
38449,0
34030,0
13678,0
38482,0
29743,0
33583,1
19889,1
30017,0
27131,0
32545,1
36884,0
39204,0
13299,0
29431,0
15571,0
21744,1
38442,0
22115,0
22790,1
35533,0
22131,0
17085,0
28019,0
15040,0
30789,0
16657,1
33758,0
18766,0
18260,1
14646,0
28636,0
16513,1
36182,0
39344,0
16901,0
24097,1
27826,0
13623,0
36001,0
16508,0
20187,1
31142,0
23836,0
14914,1
20235,0
34895,0
17851,0
13575,1
29359,1
21553,1
34607,1
10328,1
31913,0
23354,0
12140,1
16143,0
23241,1
13691,1
23335,1
30951,1
34147,1
10127,0
15696,0
12497,0
24918,0
34836,0
19649,0
28555,0
15688,1
17235,0
20898,1
35679,1
16253,1
14125,1
22772,0
23562,1
22350,0
22100,0
29547,1
39541,0
39071,1
38809,1
10940,0
39757,1
35939,0
21119,1
28283,1
30675,0
23244,0
31177,0
31743,0
22482,0
23325,0
38175,1
31879,0
17018,1
32334,0
24257,0
27372,1
28281,0
12035,1
18282,0
14749,0
16763,0
21020,0
30791,0
36834,0
32707,0
35942,0
33700,0
25456,1
38593,0
36789,0
31956,1
32871,0
35888,0
38468,1
11728,0
30634,0
22786,0
37551,0
10300,1
17034,0
30952,0
26363,0
18335,0
37387,0
16972,0
39029,0
13922,1
10401,0
34034,0
25512,1
37170,1
19177,0
24991,1
31643,1
39358,0
16211,0
32363,0
36664,0
22935,1
24988,0
34180,0
18818,0
20267,1
10576,0
25011,0
19071,1
13362,0
37690,1
34242,0
12179,1
22644,0
33585,0
30853,0
31216,0
33737,0
21912,0
32485,1
12942,0
25554,1
16495,0
39099,1
38547,0
21603,1
35844,0
18236,0
13979,0
27085,0
32624,0
23378,0
18717,0
23966,0
26507,0
27681,0
29338,0
24449,0
21017,1
25634,1
14922,0
31434,1
16707,1
24958,1
20069,0
18596,1
24920,1
38578,0
18272,0
31911,1
33067,0
15302,0
29312,0
25246,0
20902,0
22528,1
13096,0
22533,0
37104,1
28812,0
30599,1
34792,1
12621,0
28745,1
16170,0
26037,0
21418,1
20628,1
26408,0
28408,1
36181,0
17086,1
30748,0
31832,0
36586,0
35893,0
15407,0
13468,0
33980,1
38930,1
11573,0
21288,0
15649,0
33531,0
25276,0
11199,0
31450,1
36250,0
23389,0
12893,0
31815,0
33889,0
25257,0
16801,0
14404,0
24026,0
25914,0
24539,0
35031,1
25611,1
22033,0
16543,0
27700,0
28216,1
38686,1
37173,0
39803,1
16601,0
21511,0
20174,0
12812,1
28705,0
28105,0
24511,0
21208,0
39829,1
28128,1
33951,0
23640,0
38141,1
14898,1
30873,0
37999,0
23564,1
11009,1
27729,0
34866,1
32725,0
35149,0
35677,1
35750,0
39009,0
30165,0
13330,0
18640,1
17791,0
20128,1
13581,0
14491,0
25876,1
11017,0
34962,1
31885,0
25480,0
24874,0
31764,1
36875,0
10361,0
25372,1
39131,1
33553,0
21769,0
37050,0
29701,0
34920,0
29596,0
16975,0
16351,0
16010,0
11581,1
24172,1
12439,0
33526,0
11084,0
11617,0
34021,0
32176,0
34898,0
20480,0
10915,0
33928,0
32280,0
25696,0
33678,1
28924,1
10046,0
20333,1
10440,1
38855,0
18395,0
30250,1
22144,1
36093,1
10216,1
34924,1
23975,0
12583,0
35093,1
30583,0
28852,0
20312,1
17657,1
39035,0
14111,0
22331,0
27274,1
19607,1
13490,1
17774,0
25468,0
39916,1
12214,0
21882,0
14994,0
10000,0
20575,1
12305,0
29122,0
24448,0
30917,1
31782,0
17712,0
38859,0
18293,0
36721,1
38281,0
16287,0
35218,0
32935,0
12880,0
38314,1
17374,1
27872,0
28314,0
33477,1
31583,0
16787,0
24842,1
10475,0
31823,1
15743,0
38743,1
31221,0
11310,1
37290,1
23456,1
32224,1
38046,1
33908,0
18657,0
29850,1
27888,0
19777,1
15534,0
39470,0
11666,0
10182,1
32882,0
26456,1
10223,0
31005,0
33412,1
21602,0
22113,1
12226,1
10191,0
11936,0
19192,0
28704,0
39347,0
14405,0
31667,0
23222,0
27007,0
37591,1
24270,1
29580,0
12837,0
20394,0
15126,0
35871,1
10165,0
34371,0
38427,1
37735,0
20036,0
29604,1
31502,1
38425,0
31549,1
38365,0
39494,0
11420,1
27058,0
36432,1
27719,1
21707,0
12352,1
28816,0
28333,1
29513,0
37858,1
14143,0
34765,0
34810,0
15120,1
18007,0
37208,0
39121,1
36603,1
20350,1
16767,0
35962,0
36754,0
33081,1
19161,0
38706,0
15211,0
31697,0
14342,1
34470,0
30571,0
17836,0
21667,0
37217,1
23949,0
24754,0
11722,1
19139,1
25000,1
31771,0
38335,0
32964,0
37199,0
34947,0
18218,0
11835,0
17462,0
18641,0
16380,0
15047,1
29068,0
28959,0
13385,0
33581,1
37044,0
11497,0
17714,0
12644,0
36669,0
35303,0
28419,0
30839,0
33694,0
30301,0
28953,0
21472,0
31069,0
22543,0
29908,0
17853,0
31350,0
20759,1
12084,0
22656,0
30626,0
17191,1
24281,0
24041,0
21701,1
19739,0
19465,0
18038,1
34933,1
36219,0
39987,0
25136,1
27410,1
20780,0
14727,0
16501,0
23972,0
27823,0
10545,1
20411,0
20631,0
30051,1
35148,0
16300,0
39049,1
18616,1
33584,1
23600,0
16012,1
31899,0
39991,0
23693,1
12059,0
25767,0
23174,1
23722,0
31821,0
16835,0
26007,0
36169,0
39869,0
30100,1
27138,1
21480,0
26844,0
30305,0
11381,0
26181,0
15840,1
17322,0
14153,0
25939,0
35820,0
33220,0
29341,1
24965,0
23680,0
12518,0
36936,0
27775,0
27567,1
28149,0
37048,1
16246,1
33414,0
39020,0
20761,0
18729,0
22848,0
29851,1
39818,0
14841,1
16433,1
34794,1
25784,1
37668,0
29638,1
28773,0
21756,0
15415,0
13918,0
27151,0
33325,1
29661,1
28055,0
28948,1
24820,1
34923,0
26291,0
28940,0
32054,1
10988,0
11504,1
13456,1
32615,0
10866,1
12489,1
32300,0
30787,0
33254,1
12256,0
17287,0
23132,0
22251,0
31065,1
13374,1
32412,1
28797,0
33631,1
39150,1
17831,0
10839,0
27886,0
28840,0
31295,0
36996,1
35884,1
20438,0
11859,0
32799,1
36900,0
14353,1
31491,1
37403,0
34558,1
18681,0
30861,0
29681,0
34775,1
22344,1
39085,1
38119,1
11541,0
24742,1
33900,1
27898,1
18180,0
35887,1
10346,0
19406,0
13311,0
24657,1
24260,0
18075,1
37369,0
10774,0
22964,1
22519,0
30694,0
25870,1
32965,1
30400,0
22730,0
11203,0
23575,1
33534,0
23678,0
33626,1
17514,1
14248,1
38832,0
20541,0
10217,0
13006,0
11129,1
16950,1
38854,1
36935,0
39611,1
30682,0
16957,0
29984,0
24278,0
35800,1
25455,1
12034,0
35289,1
10963,1
14517,0
34307,1
26713,1
39117,1
29019,1
16280,1
25024,1
14215,0
26564,0
20680,0
17069,0
31945,0
21386,0
35431,0
14007,0
38208,1
22295,0
26506,1
10457,0
19400,1
14427,0
31150,0
25228,0
30711,0
28806,0
27855,1
29752,0
23887,0
14211,0
32364,0
34788,0
18575,1
18424,0
36828,1
23539,1
23879,1
28292,0
35372,0
18382,0
17628,0
13584,1
11024,0
21750,0
15364,0
34469,0
21453,0
13684,0
16533,0
24486,1
18337,1
33200,1
14961,0
26020,0
31534,0
15697,0
29027,0
25731,1
21243,0
17790,0
17141,1
18926,0
37860,1
35414,0
39936,0
21943,0
26738,0
16214,0
37998,0
23080,0
16785,1
21365,1
37481,0
17795,0
20441,1
32507,0
32216,0
17388,1
39159,0
38389,1
29532,0
22525,1
15026,0
20768,0
15362,0
17339,0
32967,0
10423,0
37472,0
17190,1
20777,0
19323,0
29187,0
16802,0
35747,0
39947,0
29677,0
21966,1
18911,0
29104,1
30784,0
19650,0
24328,1
20207,1
27728,0
26204,0
38516,0
33376,0
22440,1
24734,0
38332,1
15723,0
23905,1
39326,1
21038,0
39932,0
34539,1
20062,1
15183,0
39997,0
34160,1
24230,0
36153,0
24852,0
21174,1
36386,0
25743,1
18167,0
32918,0
32075,0
20338,1
31485,1
35049,1
26827,0
16523,1
11440,1
17205,0
34596,1
10273,1
23843,0
11934,0
18172,0
22770,1
35698,0
22699,0
10544,0
37240,1
35744,0
11447,0
36336,1
21954,0
24431,0
31749,0
37100,1
33993,1
28574,0
24853,0
37766,0
15884,0
33171,1
32107,0
10285,1
27897,1
10692,0
36730,1
23740,0
14478,0
20163,0
15767,0
14378,1
23425,0
24356,0
35551,0
25856,0
15655,0
11847,1
27871,1
31642,1
39109,1
23789,0
24323,0
33361,1
18351,0
18109,1
10680,1
37903,0
14741,1
21284,1
26196,0
25824,1
29087,0
35618,0
39562,0
18582,0
11650,1
31577,1
19867,0
36545,0
15858,0
27106,0
14827,1
36049,1
13434,0
19204,1
36327,1
18530,0
37137,0
18132,1
19986,0
34186,0
30291,0
37689,0
38805,1
38530,0
15595,0
18570,1
37241,1
37133,1
21651,0
29230,0
37572,1
18350,1
32001,1
14637,1
29103,1
22479,0
31120,1
11449,0
27102,1
39199,0
39980,0
19794,0
15218,0
23164,1
31467,1
10731,0
22833,0
39728,1
26853,0
10703,0
26992,1
29864,1
16156,1
25898,1
10454,0
35928,0
35696,0
19880,1
26190,1
26085,1
19193,1
12320,1
33480,0
33682,1
29727,1
26680,1
15670,1
32880,0
33337,0
38150,0
30157,1
20894,1
29803,1
14954,1
22495,1
25030,1
17362,0
37738,1
25459,0
18810,1
38616,0
27247,1
37611,1
35273,1
14833,0
27968,1
35282,1
24968,1
33277,1
29377,1
31838,1
30858,0
36473,1
35317,1
39706,1
18211,0
33198,1
25012,0
23131,1
21826,1
20707,0
20085,0
16200,0
22941,0
13457,0
38689,1
17607,1
31287,0
11034,0
27271,0
39917,1
26907,0
12980,1
13086,1
37144,1
18659,0
29343,1
17083,0
12971,0
11586,1
26550,1
37513,0
30264,1
11170,0
13022,1
17874,1
39771,1
20006,0
38934,0
30707,0
29166,0
18904,0
18432,0
35554,0
10254,0
23826,1
16472,1
18031,1
29426,1
24536,1
19441,0
26016,1
31377,0
38823,0
25184,1
15780,1
33219,0
23305,0
11947,0
10192,1
33421,1
25989,1
31817,1
32657,0
26480,0
20739,0
31288,0
13783,0
15753,1
38653,0
21712,1
37215,1
29372,0
33570,0
30509,1
33636,0
39401,1
27187,0
35062,0
25733,0
10007,0
11131,0
38199,1
34093,0
35213,0
32634,0
20418,0
34950,0
24283,1
29422,0
34561,0
34640,1
18112,0
31109,0
27548,0
21442,0
25064,0
35405,0
22542,0
21295,0
38716,0
37817,0
13509,0
29284,1
11885,0
22727,0
22314,1
16874,0
38152,0
16598,0
29247,0
22092,0
21268,0
13129,0
26776,0
27073,0
13673,0
39622,0
24214,0
32157,1
39822,0
20913,1
34899,1
39826,0
25827,1
38858,0
15061,1
13549,1
34345,0
31866,1
16381,0
36624,0
18620,0
10006,1
13893,1
26441,0
11013,0
25599,0
22364,0
33276,0
21062,0
36679,0
23443,0
35814,1
24729,0
25460,0
36271,0
18889,1
16853,0
20320,0
19730,1
16687,0
11325,0
36090,0
33018,1
32291,1
29845,0
34174,1
17138,0
15159,1
27570,1
31436,1
23023,0
38217,0
31473,1
31812,0
25936,1
11525,0
25438,0
14201,0
25702,0
37977,0
30788,0
11328,0
31904,0
24552,0
22664,0
22898,0
32206,1
35654,1
17610,0
17962,1
35836,0
37254,0
22752,0
11281,0
37988,1
11996,0
27016,1
28215,0
14200,1
17373,0
34797,1
20516,1
25484,0
18311,0
21045,1
19198,0
18105,0
25137,0
28764,1
25614,1
31644,0
39482,0
25816,0
30060,0
39702,1
13064,0
32781,1
17781,0
29775,1
11791,0
22622,0
23152,0
25644,0
30159,0
17500,1
18349,1
22663,1
16184,0
38920,0
35065,0
23720,0
21784,1
13643,1
25205,0
32839,0
32812,1
16119,1
37890,0
19049,0
33247,0
25210,1
15556,0
23793,0
37670,1
38971,1
12495,0
38053,1
13818,1
22005,0
13936,1
10611,1
30548,0
20192,0
11550,0
12830,0
14088,1
38720,0
23138,1
38204,0
13383,0
21992,0
36873,0
15975,0
20326,0
38750,0
26741,0
16491,1
13157,0
33663,0
36710,1
17379,1
31152,1
28859,1
23656,0
13329,1
27967,0
34382,0
18560,0
17400,0
19094,0
33082,0
20409,1
16255,0
27148,0
29905,0
27591,0
20568,1
15195,0
10332,0
26699,1
18569,0
14530,0
24838,0
34821,0
17227,1
31898,0
36575,0
13617,1
27141,0
39249,0
18162,1
36981,0
20551,1
27389,1
31585,0
18811,1
35719,0
33931,1
25084,1
18277,1
14736,1
20823,0
36436,1
25516,0
12396,0
19368,1
30563,1
15609,0
17252,1
11624,1
24544,0
14837,0
25932,1
34407,1
24015,0
21803,1
26919,0
38628,1
10695,0
27717,1
16319,1
31754,0
34051,0
19831,0
27608,0
26876,0
16927,0
20172,1
17248,0
29184,0
38830,1
31129,0
19313,1
10001,1
34314,0
36442,1
27291,1
18008,0
29308,1
13889,1
11474,1
39662,1
26198,0
34278,1
30867,0
34809,0
25409,0
36077,0
23663,0
36484,1
27000,0
12350,1
28842,0
19761,0
34542,1
33233,0
32128,0
37418,0
15327,1
10136,0
18446,1
27379,0
13180,0
35794,1
11973,1
12792,0
30666,1
23221,1
38544,1
21336,1
32583,1
21171,1
12168,1
31305,0
38553,0
26265,1
20477,1
31291,0
11093,0
17131,0
20673,0
35522,0
38173,0
32639,0
13913,1
21199,1
23255,0
22909,1
17271,0
26614,0
23866,0
22527,0
37177,0
31767,1
24905,0
39823,0
22071,0
14855,0
27457,1
21056,0
21265,0
17968,0
30810,0
14438,1
20017,0
30677,1
30525,1
21715,1
39471,0
35501,1
30733,0
10431,1
38008,0
33384,0
14139,1
12056,0
32257,1
32403,0
